gene_hgnc_symbol	chromosome_name	start_position	end_position
MEX3B	15	82334119	82338482
MEX3C	18	48700920	48744674
MEX3D	19	1554668	1568057
MFAP1	15	44096690	44117000
MFAP3	5	153418466	153600038
MFAP3L	4	170907748	170954182
MFAP4	17	19286755	19290553
MFAP5	12	8789942	8815484
MFF	2	228189867	228222550
MFGE8	15	89441916	89456642
MFHAS1	8	8640864	8751155
MFI2	3	196715492	196756687
MFN1	3	179065480	179112719
MFN2	1	12040238	12073571
MFNG	22	37865101	37882439
MFSD1	3	158449987	158547508
MFSD10	4	2932288	2936586
MFSD11	17	74731947	74777531
MFSD12	19	3538259	3574288
MFSD2A	1	40420802	40435638
MFSD2B	2	24232951	24286191
MFSD3	8	145734457	145736596
MFSD4	1	205538013	205572046
MFSD5	12	53645035	53648189
MFSD6	2	191273081	191373931
MFSD6L	17	8700436	8702667
MFSD7	4	675618	683230
MFSD8	4	128838960	128887150
MFSD9	2	103332299	103353347
MGA	15	41913422	42062141
MGAM	7	141607613	141806547
MGAM2	7	141811549	141922124
MGAT1	5	180217541	180242652
MGAT2	14	50087489	50090198
MGAT3	22	39853349	39888199
MGAT4A	2	99235569	99347589
MGAT4B	5	179224597	179233952
MGAT5	2	134877554	135212192
MGAT5B	17	74864538	74946475
MGEA5	10	103544200	103578696
MGLL	3	127407909	127542051
MGME1	20	17949556	17971765
MGMT	10	131265448	131566271
MGRN1	16	4666494	4740975
MGST1	12	16500076	16762193
MGST2	4	140586922	140661899
MGST3	1	165600098	165631033
MIA	19	41277553	41283395
MIA3	1	222791428	222841354
MIB1	18	19284918	19450918
MIB2	1	1550795	1565990
MICA	6	31371356	31383092
MICAL1	6	109765265	109787171
MICAL2	11	12115543	12285334
MICAL3	22	18270415	18507325
MICALCL	11	12297627	12380691
MICALL1	22	38301664	38338829
MICALL2	7	1468101	1499138
MICB	6	31462658	31478901
MICU1	10	74127098	74385899
MICU2	13	22066836	22178353
MICU3	8	16884747	16980153
MIDN	19	1248552	1259142
MIEF1	22	39895437	39914137
MIEF2	17	18163848	18169866
MIEN1	17	37884749	37887040
MIER1	1	67390578	67454302
MIER2	19	305575	344798
MIER3	5	56215429	56267502
MIF	22	24236191	24237414
MIF4GD	17	73262309	73267308
MIIP	1	12079523	12092102
MILR1	17	62461569	62464760
MINA	3	97660662	97691301
MINK1	17	4736683	4801356
MINOS1	1	19923477	19956314
MINPP1	10	89264632	89313217
MIOS	7	7606503	7648560
MIP	12	56843286	56862950
MIPEP	13	24304328	24463558
MIS12	17	5389605	5394134
MIS18A	21	33640530	33651380
MIS18BP1	14	45672393	45722743
MITD1	2	99777890	99797521
MITF	3	69788586	70017488
MKI67	10	129894923	129924649
MKKS	20	10381657	10414870
MKL1	22	40806285	41032706
MKL2	16	14165178	14360630
MKLN1	7	130794855	131181395
MKNK1	1	47023090	47082515
MKNK2	19	2037470	2051243
MKRN1	7	140152840	140179369
MKRN2	3	12598513	12625212
MKRN2OS	3	12556433	12602558
MKRN3	15	23810454	23873064
MKS1	17	56282803	56296966
MLANA	9	5890802	5910606
MLC1	22	50497820	50524331
MLEC	12	121124672	121139667
MLF1	3	158288952	158325041
MLF2	12	6857170	6876641
MLH1	3	37034823	37107380
MLH3	14	75480467	75518235
MLKL	16	74705753	74734858
MLLT1	19	6212966	6279959
MLLT10	10	21823094	22032559
MLLT11	1	151030234	151040970
MLLT3	9	20341663	20622542
MLLT4	6	168227602	168372703
MLPH	2	238394071	238463961
MLST8	16	2254249	2259417
MLX	17	40719086	40725257
MLXIP	12	122516628	122631894
MLXIPL	7	73007524	73038873
MLYCD	16	83932731	83949787
MMAA	4	146539415	146581187
MMAB	12	109991542	110011679
MMACHC	1	45965725	45976739
MMADHC	2	150426148	150444330
MMD	17	53469974	53499353
MME	3	154741913	154901497
MMP1	11	102660651	102668891
MMP10	11	102641234	102651359
MMP11	22	24110413	24126503
MMP12	HG305_PATCH	102733467	102745765
MMP14	14	23305766	23318236
MMP15	16	58059470	58080805
MMP17	12	132312938	132336328
MMP19	12	56229217	56236750
MMP2	16	55423612	55540603
MMP23B	1	1567474	1570639
MMP24	20	33814457	33864801
MMP24-AS1	20	33804265	33865934
MMP25	16	3096682	3110727
MMP28	HG385_PATCH	34092876	34122655
MMP3	11	102706532	102714534
MMP7	11	102391239	102401484
MMP8	11	102582526	102597781
MMP9	20	44637547	44645200
MMRN1	4	90800683	90875780
MMRN2	10	88695297	88729238
MMS19	10	99218081	99258551
MMS22L	6	97590037	97731093
MN1	22	28144265	28197486
MNAT1	14	61201460	61436671
MNDA	1	158801107	158819296
MNS1	15	56713742	56757335
MNT	17	2287354	2304412
MOAP1	14	93648541	93651273
MOB1A	2	74379655	74406025
MOB1B	4	71768043	71888166
MOB2	11	1490687	1522477
MOB3A	19	2071037	2096672
MOB3B	9	27325207	27529779
MOB3C	1	47073387	47082563
MOB4	2	198380295	198418423
MOCOS	18	33767482	33852120
MOCS1	6	39867354	39902290
MOCS2	5	52391509	52405893
MOCS3	20	49575363	49577820
MOGS	2	74688184	74692537
MOK	14	102690837	102771537
MON1A	3	49946302	49967606
MON1B	16	77224732	77236302
MON2	12	62860597	62991363
MORC2	22	31321117	31364284
MORC3	21	37692487	37758446
MORF4L1	15	79102829	79190475
MORN1	1	2252692	2323146
MORN2	2	39103103	39156213
MORN3	12	122089024	122110537
MORN4	10	99374310	99393344
MOSPD3	7	100209725	100213007
MOV10	1	113215763	113243368
MOXD1	6	132617194	132722684
MPC1	6	166778407	166796486
MPC2	1	167885967	167906278
MPDU1	17	7486847	7496107
MPDZ	9	13105703	13279589
MPEG1	11	58975983	58980424
MPG	16	127006	135852
MPHOSPH10	2	71357444	71377231
MPHOSPH6	16	82181403	82203831
MPHOSPH8	13	20207788	20247599
MPHOSPH9	12	123636867	123728561
MPI	15	75182346	75191798
MPL	1	43803478	43818443
MPLKIP	7	40165622	40174258
MPND	19	4343524	4360083
MPO	17	56347217	56358296
MPP3	17	41878167	41910538
MPP5	14	67707826	67802536
MPP6	7	24612887	24733812
MPP7	10	28339922	28623415
MPPE1	18	11882621	11909222
MPPED2	11	30406040	30608419
MPRIP	17	16945859	17120993
MPST	22	37415676	37425863
MPV17	2	27532360	27548547
MPV17L	16	15489611	15507125
MPV17L2	19	18303992	18307758
MPZ	1	161274525	161279762
MPZL1	1	167690429	167761156
MPZL2	11	118124118	118135251
MPZL3	11	118097409	118123065
MR1	1	181003067	181031074
MRAP2	6	84743475	84800600
MRAS	3	138066539	138124375
MRC1	HG544_PATCH	17851343	17953161
MRC2	17	60704762	60770958
MRE11A	11	94152895	94227074
MREG	2	216809213	216898819
MRFAP1	4	6641818	6644472
MRFAP1L1	4	6709428	6711607
MRGBP	20	61427805	61431945
MRI1	19	13875346	13885096
MRO	18	48324574	48351772
MROH1	8	145202919	145316843
MROH6	8	144648357	144655141
MROH7	1	55107463	55175939
MROH8	20	35729629	35807991
MRPL1	4	78783674	78873944
MRPL10	17	45900638	45908900
MRPL11	11	66202546	66234209
MRPL12	17	79670387	79674556
MRPL13	8	121393000	121457642
MRPL14	6	44081194	44095194
MRPL15	8	55047770	55060461
MRPL16	11	59573608	59578345
MRPL17	11	6702013	6704632
MRPL18	6	160210844	160219468
MRPL19	2	75873909	75917977
MRPL2	6	43021767	43027544
MRPL20	1	1337288	1342693
MRPL21	11	68658744	68671303
MRPL22	5	154320630	154348971
MRPL23	11	1968508	2005752
MRPL24	1	156707095	156711382
MRPL27	17	48445218	48450575
MRPL28	16	417384	420527
MRPL3	3	131181056	131221827
MRPL30	2	99797542	99814089
MRPL32	7	42971799	42988557
MRPL33	2	27994584	28210954
MRPL34	19	17403418	17417652
MRPL35	2	86426478	86440917
MRPL36	5	1798500	1801480
MRPL37	1	54649714	54691137
MRPL38	17	73894724	73905899
MRPL39	21	26957968	26979829
MRPL4	19	10362577	10370721
MRPL40	22	19419425	19423598
MRPL41	9	140445651	140447007
MRPL42	12	93861264	93897545
MRPL43	10	102729215	102747272
MRPL44	2	224822121	224832431
MRPL46	15	89002707	89010650
MRPL47	3	179306073	179322442
MRPL48	11	73498361	73576178
MRPL49	11	64889655	64894843
MRPL50	9	104149915	104160896
MRPL51	12	6601150	6603007
MRPL52	14	23299088	23304246
MRPL53	2	74699085	74700449
MRPL54	19	3762662	3768573
MRPL55	1	228294380	228297013
MRPL57	13	21750784	21753223
MRPL9	1	151732119	151736040
MRPS10	6	42174539	42185603
MRPS11	15	89010684	89022222
MRPS12	19	39421188	39423802
MRPS14	1	174979925	174992561
MRPS15	1	36921319	36930038
MRPS16	10	75006510	75012451
MRPS17	7	56019512	56024192
MRPS18A	6	43639040	43655528
MRPS18B	6	30585486	30594172
MRPS18C	4	84377085	84390888
MRPS2	9	138391830	138396519
MRPS21	HG1287_PATCH	150980264	150994799
MRPS22	3	138724648	139076065
MRPS23	17	55916842	55927417
MRPS24	7	43906157	43909492
MRPS25	3	15083967	15106842
MRPS26	20	3026591	3028900
MRPS27	5	71515236	71616473
MRPS28	8	80830952	80942524
MRPS30	5	44809027	44820530
MRPS31	13	41303432	41345309
MRPS33	7	140705854	140715028
MRPS34	16	1821891	1823156
MRPS35	12	27863706	27909228
MRPS36	5	68513587	68525956
MRPS5	2	95752952	95815179
MRPS6	21	35445524	35515334
MRPS7	17	73257755	73262454
MRPS9	2	105654441	105716418
MRRF	9	125026882	125085743
MRS2	6	24403153	24425810
MRTO4	1	19578033	19586622
MRVI1	11	10594638	10715535
MS4A1	11	60223225	60238233
MS4A14	11	60146003	60185161
MS4A2	11	59855734	59863444
MS4A4A	11	60048014	60076445
MS4A6A	11	59939081	59952139
MS4A6E	11	60102304	60164069
MS4A7	11	60145955	60163424
MSANTD1	4	3246096	3273465
MSANTD2	11	124636394	124670569
MSANTD3	9	103189438	103213511
MSANTD4	11	105866350	105893130
MSC	8	72753784	72756703
MSH2	2	47630108	47789450
MSH3	5	79950467	80172279
MSH4	1	76262567	76378923
MSH5	6	31707725	31732622
MSH6	2	47922669	48037240
MSI2	17	55333212	55762046
MSL1	17	38278551	38293042
MSL2	3	135867764	135916083
MSMO1	4	166248775	166264312
MSR1	8	15965387	16424999
MSRA	8	9911778	10286401
MSRB1	16	1988211	1993327
MSRB2	10	23384435	23410942
MSRB3	12	65672423	65882024
MSS51	10	75183339	75193319
MST1	3	49721380	49726934
MSTO1	1	155579979	155718153
MT-ATP6	MT	8527	9207
MT-ATP8	MT	8366	8572
MT-CO1	MT	5904	7445
MT-CO2	MT	7586	8269
MT-CO3	MT	9207	9990
MT-CYB	MT	14747	15887
MT-ND1	MT	3307	4262
MT-ND2	MT	4470	5511
MT-ND3	MT	10059	10404
MT-ND4	MT	10760	12137
MT-ND4L	MT	10470	10766
MT-ND5	MT	12337	14148
MT-ND6	MT	14149	14673
MT1E	16	56659387	56661024
MT1F	16	56691606	56694610
MT1G	16	56700643	56701977
MT1X	16	56716336	56718108
MT2A	16	56642111	56643409
MTA1	14	105886159	105937066
MTA2	11	62360686	62369312
MTA3	2	42721709	42984087
MTAP	9	21802542	21931646
MTBP	8	121457640	121554373
MTCH1	6	36935917	36954074
MTCH2	11	47638867	47664175
MTCL1	18	8705659	8832776
MTDH	8	98656407	98740998
MTERF1	7	91321323	91510034
MTERF2	12	107371069	107380944
MTERF3	8	97251626	97273838
MTERF4	2	242011584	242041747
MTF1	1	38275239	38325292
MTF2	1	93544792	93604638
MTFMT	15	65294845	65321977
MTFP1	22	30821518	30825045
MTFR1	8	66556969	66683496
MTFR1L	1	26145131	26159432
MTFR2	6	136552162	136571473
MTG1	10	135207598	135234811
MTG2	20	60758085	60778624
MTHFD1	14	64854749	64926722
MTHFD1L	6	151186685	151423023
MTHFD2	2	74425689	74444692
MTHFD2L	4	74979891	75168816
MTHFR	1	11845780	11866977
MTHFS	15	80125927	80189721
MTHFSD	16	86563782	86588841
MTIF2	2	55463731	55496483
MTIF3	13	28009776	28024739
MTL5	11	68474908	68519032
MTMR10	15	31231144	31283810
MTMR11	1	149900543	149908791
MTMR12	5	32227100	32313115
MTMR14	3	9691117	9744077
MTMR2	11	95566046	95658479
MTMR3	22	30279144	30426855
MTMR4	17	56566898	56595266
MTMR6	13	25802307	25862147
MTMR7	8	17155539	17271037
MTMR9	8	11141925	11185646
MTO1	6	74171301	74218959
MTOR	1	11166592	11322564
MTPAP	10	30598730	30663377
MTPN	7	135611509	135662101
MTR	1	236958610	237067281
MTRF1	13	41790505	41837742
MTRF1L	6	153308497	153323820
MTRNR2L1	17	22022437	22023991
MTRNR2L3	20	55933496	55934878
MTRNR2L6	7	142374104	142375550
MTRNR2L8	11	10529434	10530723
MTRR	5	7851299	7906138
MTSS1	8	125563031	125740730
MTSS1L	16	70695107	70719969
MTURN	7	30174426	30202378
MTUS1	8	17501304	17658426
MTUS2	13	29598748	30077892
MTX1	1	155178490	155183615
MTX2	2	177134123	177202753
MTX3	5	79275584	79287082
MUC1	1	155158300	155162707
MUC12	7	100612904	100662230
MUC16	19	8959520	9092018
MUC20	3	195447753	195467994
MUC3A	7	100547187	100611118
MUC4	3	195473636	195539148
MUC5B	11	1244296	1283406
MUC6	11	1012821	1036706
MUL1	1	20825943	20834654
MURC	9	103340361	103350188
MUS81	11	65624597	65635124
MUSTN1	3	52867130	52869235
MUT	6	49398073	49430904
MUTYH	1	45794835	45806142
MVB12A	19	17516531	17544533
MVB12B	9	129089128	129269320
MVD	16	88718343	88729569
MVK	12	110011060	110035067
MVP	16	29831715	29859355
MX1	21	42792231	42831141
MX2	21	42733870	42781317
MXD1	2	70124820	70170077
MXD3	5	176728462	176739758
MXD4	4	2249159	2264021
MXI1	10	111967363	112047123
MXRA7	17	74668633	74707098
MXRA8	1	1288069	1297157
MYADM	19	54369477	54379691
MYB	6	135502453	135540311
MYBBP1A	17	4442192	4458926
MYBL1	8	67474410	67526482
MYBL2	20	42295754	42345136
MYBPC3	11	47352957	47374253
MYBPH	1	203136939	203144941
MYC	8	128747680	128753674
MYCBP	1	39328636	39347289
MYCBP2	13	77618792	77901185
MYCBPAP	17	48585745	48608862
MYCL	1	40361098	40367928
MYCN	2	16080686	16087129
MYCT1	6	153019030	153045702
MYD88	3	38179969	38184513
MYDGF	19	4641386	4670382
MYEF2	15	48431625	48470714
MYEOV	11	69061605	69182494
MYEOV2	2	241065980	241076224
MYH10	17	8377523	8534079
MYH11	16	15797029	15950890
MYH3	17	10531843	10560626
MYH7B	20	33563206	33590240
MYH9	22	36677327	36784063
MYL12A	18	3247479	3256234
MYL12B	18	3261907	3278282
MYL5	4	667369	675822
MYL6	12	56551945	56557280
MYL6B	12	56546040	56553431
MYL9	20	35169887	35178228
MYLIP	6	16129356	16148479
MYLK	3	123328896	123603178
MYLK3	16	46740891	46824319
MYLK4	6	2663863	2751200
MYNN	3	169490619	169507504
MYO10	5	16665395	16936372
MYO15A	17	18012020	18083116
MYO15B	17	73584139	73622929
MYO16	13	109248500	109860355
MYO18A	17	27400528	27507430
MYO18B	22	26138111	26427007
MYO1A	12	57422301	57444982
MYO1B	2	192109911	192290115
MYO1C	17	1367392	1396106
MYO1D	17	30819540	31204195
MYO1E	15	59427113	59665099
MYO1F	19	8585674	8642461
MYO1G	7	45002261	45018697
MYO1H	12	109785708	109893328
MYO3B	2	171034655	171511681
MYO5A	15	52599480	52821247
MYO5B	18	47349183	47721463
MYO5C	15	52484519	52587995
MYO6	6	76458909	76629254
MYO7A	11	76839310	76926284
MYO7B	2	128293378	128395304
MYO9A	15	72114632	72410918
MYO9B	19	17186591	17325346
MYOF	10	95066186	95242074
MYOM1	18	3066805	3220106
MYOM2	8	1993155	2113475
MYOT	5	137203480	137223540
MYOZ3	5	150040436	150058927
MYPN	10	69865912	69971774
MYPOP	19	46393278	46405862
MYRF	11	61520114	61555990
MYRIP	3	39850405	40301812
MYSM1	1	59120411	59165764
MZB1	5	138723169	138725770
MZF1	19	59073298	59084942
MZT1	13	73282495	73301825
MZT2A	2	132222473	132250316
MZT2B	2	130939310	130948302
N4BP1	16	48572637	48654059
N4BP2	4	40058446	40159872
N4BP2L1	13	32974861	33002315
N4BP2L2	13	33006554	33112970
N4BP3	5	177540444	177553088
N6AMT1	21	30244513	30257693
N6AMT2	13	21302870	21348097
NAA15	4	140222609	140341187
NAA16	13	41885341	41951166
NAA20	20	19997760	20014299
NAA25	12	112464500	112546826
NAA30	14	57857262	57882635
NAA35	9	88556061	88637213
NAA38	17	7760003	7788556
NAA40	11	63706431	63724800
NAA50	3	113435307	113465147
NAA60	16	3493611	3536963
NAAA	4	76831809	76862204
NAALAD2	11	89864683	89926062
NAALADL1	11	64812290	64826021
NAB1	2	191511472	191557492
NAB2	12	57482677	57489259
NABP1	2	192542794	192561385
NABP2	12	56615799	56623638
NACA	12	57106212	57125412
NACAD	7	45120037	45128513
NACC1	19	13228917	13251955
NACC2	9	138898383	138987131
NADK	1	1682671	1711896
NADK2	5	36192694	36242381
NADSYN1	11	71164155	71235153
NAE1	16	66836778	66907159
NAF1	4	164031225	164088073
NAGA	22	42454358	42466846
NAGK	2	71291474	71306935
NAGLU	17	40688190	40696467
NAGPA	16	5074845	5084142
NAGS	17	42081914	42086431
NAIF1	9	130823512	130830485
NAIP	5	70264310	70320941
NAMPT	7	105888731	105926772
NANOS1	10	120789228	120793854
NANP	20	25593571	25604811
NANS	9	100819021	100845357
NAP1L1	12	76438670	76478813
NAP1L4	11	2965667	3013607
NAP1L5	4	89617066	89619386
NAPA	19	47990894	48018497
NAPB	20	23355159	23402125
NAPEPLD	7	102740223	102790007
NAPG	18	10525902	10552758
NAPRT	8	144656955	144660819
NAPSA	19	50861734	50869087
NARF	17	80416056	80448413
NARFL	16	779753	791329
NARS	18	55267888	55289445
NARS2	11	78147007	78285919
NASP	1	46049518	46084566
NAT1	8	18027986	18081198
NAT10	11	34127149	34169217
NAT14	19	55996371	55998935
NAT6	3	50333833	50336852
NAT8	2	73867959	73869520
NAT8L	4	2061239	2070816
NAT9	17	72766686	72772506
NAV1	1	201592411	201796102
NAV2	11	19372271	20143144
NAV3	12	78224685	78606790
NBAS	2	15307032	15701454
NBEA	13	35516424	36247159
NBEAL1	2	203879602	204091101
NBEAL2	3	47021173	47051193
NBL1	1	19967048	19984945
NBN	8	90945564	91015456
NBPF1	1	16888814	16940057
NBPF10	HG1287_PATCH	146752733	146831219
NBPF11	HG1287_PATCH	148788461	148838605
NBPF12	HG1287_PATCH	147646386	147682613
NBPF14	HG1287_PATCH	149219394	149282305
NBPF15	HG1287_PATCH	145107801	145148089
NBPF19	HG1287_PATCH	150162303	150242670
NBPF20	1	144146808	144224481
NBPF26	HG1292_PATCH	121356529	121384104
NBPF3	1	21766621	21811498
NBPF9	HG1287_PATCH	149740448	149768726
NBR1	17	41322498	41363708
NCALD	8	102698771	103137135
NCAM1	11	112831997	113149158
NCAPD2	12	6602522	6641121
NCAPD3	11	134020014	134095348
NCAPG	4	17812525	17846485
NCAPG2	7	158424003	158497520
NCAPH	2	97001525	97039583
NCAPH2	22	50946645	50961901
NCBP1	9	100395908	100436030
NCBP2	3	196662273	196669468
NCBP2-AS2	3	196669494	196670411
NCBP3	17	3714460	3749545
NCCRP1	19	39687601	39692524
NCDN	1	36023074	36032875
NCEH1	3	172348039	172429008
NCF1	7	74188309	74203659
NCF2	1	183524698	183560011
NCF4	22	37257030	37274057
NCK1	3	136581050	136668665
NCK2	2	106361354	106510730
NCKAP1	2	183773843	183903586
NCKAP1L	12	54891495	54937726
NCKAP5L	12	50184929	50222533
NCKIPSD	3	48701364	48723797
NCL	2	232318242	232348352
NCLN	19	3185561	3209573
NCOA1	2	24714783	24993571
NCOA2	8	71021997	71316040
NCOA3	20	46130601	46285621
NCOA4	HG1211_PATCH	46500536	46526162
NCOA5	20	44689624	44718591
NCOA6	20	33284722	33413452
NCOA7	6	126102307	126252266
NCOR1	17	15932471	16121499
NCOR2	12	124808961	125052135
NCR1	19	55417508	55427508
NCR3	6	31556672	31560762
NCR3LG1	11	17373273	17398888
NCS1	9	132934857	132999583
NCSTN	1	160313062	160328742
NDC1	1	54231133	54304533
NDC80	18	2571510	2616634
NDE1	16	15737124	15820210
NDEL1	17	8316449	8393729
NDFIP1	5	141488070	141534005
NDFIP2	13	80055287	80130210
NDN	15	23930565	23932450
NDNL2	15	29560353	29562033
NDOR1	9	140100147	140111461
NDRG1	8	134249414	134314265
NDRG2	14	21484922	21539031
NDRG3	20	35280169	35374481
NDRG4	16	58496750	58547532
NDST1	5	149865381	149937773
NDST2	10	75561669	75571589
NDUFA10	2	240831867	240964819
NDUFA11	19	5891287	5904017
NDUFA12	12	95290831	95397546
NDUFA13	19	19626545	19644285
NDUFA2	5	140018325	140027370
NDUFA3	19	54606036	54612564
NDUFA4	7	10971578	10979883
NDUFA4L2	12	57628686	57634498
NDUFA5	7	123177051	123198309
NDUFA6	22	42481529	42486959
NDUFA7	19	8373490	8386280
NDUFA8	9	124894745	124922098
NDUFA9	12	4758261	4798454
NDUFAB1	16	23592323	23607677
NDUFAF1	15	41679551	41694717
NDUFAF2	5	60240956	60448853
NDUFAF3	3	49057892	49060928
NDUFAF4	6	97337189	97345757
NDUFAF5	20	13765596	13799067
NDUFAF6	8	95907995	96128683
NDUFAF7	2	37458774	37480546
NDUFB1	14	92582466	92588261
NDUFB10	16	2009509	2011976
NDUFB2	7	140390577	140422590
NDUFB3	2	201936156	201950473
NDUFB4	3	120315156	120321347
NDUFB5	3	179322478	179345435
NDUFB6	9	32552997	32573160
NDUFB7	19	14676890	14682874
NDUFB8	10	102267203	102289757
NDUFB9	8	125551344	125580751
NDUFC1	4	140188034	140223705
NDUFC2	11	77779350	77791265
NDUFS1	2	206979541	207024327
NDUFS2	1	161166894	161184185
NDUFS3	11	47586888	47606114
NDUFS4	5	52856463	52979168
NDUFS5	1	39491990	39500308
NDUFS6	5	1801514	1816719
NDUFS7	19	1383526	1395583
NDUFS8	11	67798084	67804111
NDUFV1	11	67374323	67380006
NDUFV2	18	9102628	9134343
NDUFV3	21	44299754	44333414
NEB	2	152341850	152591001
NEBL	10	21068902	21463116
NECAB1	8	91803778	91971636
NECAB3	20	32244893	32262269
NECAP1	12	8234807	8250367
NECAP2	1	16767167	16786573
NEDD1	12	97301001	97347129
NEDD4	15	56119120	56285944
NEDD4L	18	55711599	56068772
NEDD8	14	24686058	24701660
NEDD9	6	11183531	11382581
NEFH	22	29876219	29887379
NEFM	8	24770525	24776607
NEGR1	1	71861623	72748417
NEIL1	15	75639296	75647592
NEIL2	8	11627148	11644855
NEIL3	4	178230990	178284097
NEK1	4	170314426	170533780
NEK10	3	27151576	27410951
NEK11	3	130745694	131069309
NEK2	1	211836114	211848960
NEK3	13	52706775	52733996
NEK4	3	52744800	52804965
NEK5	13	52611093	52703214
NEK6	9	127019885	127115586
NEK7	1	198126093	198291550
NEK8	17	27052915	27070473
NEK9	14	75548822	75594047
NELFA	4	1984441	2043630
NELFB	9	140149625	140167998
NELFCD	20	57556263	57570188
NELFE	6	31919864	31926887
NELL2	12	44902058	45315631
NEMF	14	50249997	50319921
NEMP1	12	57449426	57481846
NEMP2	2	191369068	191399448
NENF	1	212606229	212619714
NEO1	15	73344051	73597547
NES	1	156638555	156647189
NET1	10	5454514	5500426
NETO2	16	47111614	47177908
NEU1	6	31825436	31830683
NEU3	11	74699179	74729938
NEU4	2	242749920	242758739
NEURL1	10	105253736	105352309
NEURL1B	5	172068269	172118543
NEURL2	20	44517264	44519926
NEURL3	2	97163383	97173846
NEURL4	17	7218947	7232712
NEXN	1	78354198	78409580
NF1	17	29421945	29709134
NF2	22	29999545	30094587
NFAM1	22	42776416	42828401
NFASC	1	204797779	204991950
NFAT5	16	69598997	69738569
NFATC1	18	77155856	77289325
NFATC2	20	50003494	50179370
NFATC2IP	16	28962128	28978418
NFATC3	16	68118654	68263162
NFE2	12	54685895	54694905
NFE2L1	17	46125691	46138849
NFE2L2	2	178092323	178257425
NFE2L3	7	26191860	26226745
NFIA	1	61330931	61928465
NFIC	19	3359561	3469215
NFIL3	9	94171327	94186144
NFIX	19	13106422	13209610
NFKB1	4	103422486	103538459
NFKB2	10	104153867	104162281
NFKBIA	14	35870717	35873955
NFKBIB	19	39390340	39399533
NFKBID	19	36378555	36393205
NFKBIE	6	44225903	44233500
NFKBIL1	6	31514647	31526606
NFKBIZ	3	101546835	101579866
NFRKB	11	129733531	129765485
NFS1	20	34255977	34287281
NFU1	2	69622882	69664760
NFX1	9	33290509	33371155
NFXL1	4	47849257	47916653
NFYA	6	41040684	41067715
NFYB	12	104510855	104532067
NFYC	1	41157320	41237275
NGDN	14	23938897	23979071
NGFR	17	47572655	47592379
NGLY1	3	25760435	25831530
NGRN	15	90808891	90816463
NHEJ1	2	219940039	220025587
NHLRC1	6	18120718	18122851
NHLRC2	10	115614420	115676953
NHLRC3	13	39612443	39624246
NHLRC4	16	616996	619495
NHP2	5	177576461	177580968
NHSL1	6	138743180	139013708
NICN1	3	49460379	49466759
NID1	1	236139130	236228462
NID2	14	52471521	52535712
NIF3L1	2	201754050	201768655
NIFK	2	122484521	122494499
NIM1K	5	43192173	43280952
NIN	14	51186481	51297839
NINJ1	9	95883771	95896570
NINJ2	12	673462	772945
NINL	20	25433341	25566153
NIP7	16	69373333	69377014
NIPA1	15	23043277	23100005
NIPA2	15	23004684	23034427
NIPAL1	4	47916159	48042188
NIPAL2	8	99202061	99306621
NIPAL3	1	24742284	24799466
NIPAL4	5	156887027	156901725
NIPBL	5	36876861	37066515
NIPSNAP1	22	29950797	29977326
NIPSNAP3A	9	107509969	107522403
NIPSNAP3B	9	107526438	107539738
NISCH	3	52489134	52527087
NIT1	1	161087876	161095235
NIT2	3	100053545	100075710
NKAPL	6	28227098	28228736
NKD1	16	50582241	50670647
NKG7	19	51874860	51875969
NKIRAS1	3	23933151	23988082
NKIRAS2	17	40163400	40177659
NKPD1	19	45653008	45663408
NKTR	3	42642106	42690227
NKX3-1	8	23536206	23540440
NKX6-2	10	134598297	134599556
NLE1	17	33455772	33469334
NLGN2	17	7308193	7323179
NLK	17	26368763	26523407
NLN	5	65018023	65167553
NLRC3	16	3589033	3627401
NLRC4	2	32449522	32490923
NLRC5	16	57023397	57117443
NLRP1	17	5402747	5522744
NLRP12	19	54296857	54327648
NLRP2	19	55464498	55512510
NLRP3	1	247579458	247612410
NLRP6	11	278365	285359
NLRP7	19	55434877	55477680
NLRX1	11	119037277	119054725
NMB	15	85198360	85201794
NMD3	3	160822484	160971320
NME1	17	49230897	49239789
NME2	17	49230920	49249108
NME3	16	1820287	1821731
NME4	16	446725	460367
NME6	3	48334754	48343175
NME7	1	169101769	169337205
NME8	7	37888199	37940003
NME9	3	137980279	138048728
NMI	2	152126979	152146571
NMNAT1	1	10003486	10045559
NMNAT2	1	183217372	183387737
NMNAT3	3	139279022	139396859
NMRAL1	16	4511681	4545764
NMRK1	9	77675489	77703133
NMT1	17	43128978	43186384
NMT2	10	15144583	15210692
NMUR1	2	232387871	232395206
NNAT	20	36149617	36152092
NNT	5	43602794	43707507
NOA1	4	57829536	57844989
NOB1	16	69775770	69788843
NOC2L	1	879584	894689
NOC3L	10	96075004	96122716
NOC4L	12	132628993	132637013
NOCT	4	139936943	139966906
NOD1	7	30464143	30518400
NOD2	16	50727514	50766988
NODAL	10	72192071	72207707
NOG	17	54671060	54672951
NOL10	2	10710892	10830101
NOL11	17	65713949	65740647
NOL3	16	67204057	67209643
NOL4L	20	31030862	31172876
NOL6	9	33461439	33473928
NOL7	6	13615559	13632971
NOL8	9	95059640	95087918
NOL9	1	6581407	6614595
NOLC1	10	103911933	103923627
NOM1	7	156742417	156765876
NOMO1	16	14927538	14990017
NOMO2	16	18511182	18573533
NOMO3	16	16326352	16388668
NOP10	15	34633917	34635378
